ID LOCAL ;DESCRIÇÃO LOCAL;RAZÃO SOCIAL LOCAL;ATIVO LOCAL;CÓDIGO DO LOCAL NO UMOV.ME;PAÍS;ESTADO;CIDADE;BAIRRO;TIPO LOGRADOURO;LOGRADOURO;NÚMERO LOGRADOURO;COMPLEMENTO LOGRADOURO;CEP;DDI TELEFONE CELULAR;DDD TELEFONE CELULAR;NÚMERO TELEFONE CELULAR;DDI TELEFONE FIXO;DDD TELEFONE FIXO;NUMERO TELEFONE FIXO;E-MAIL;OBSERVAÇÃO;CNPJ;Inscrição estadual;Vendedor;AVISO;Loja Numero;Regiao;Segunda-Feira;Terça-Feira;Quarta-Feira;Quinta-Feira;Sexta-Feira;Sábado;TT;Rota;Montado;Lider;Telefone Lider;Promotor;Telefone Promotor;Mix
C002678;HOTEL FAZENDA HARAS ATIBAIA EIRELI (C002678);VAREJO PEQUENO;1;82055030;;SP;ATIBAIA;GUAXINDUVA;RUA;JOAO GALANTE S/N;;;12945757;55;;;55;11;44123000;jefferson.pires@rustonalimentos.com.br;;02.929.924/0001-00;;V.Rb - Jefferson Pires;;;BRAGANCA;;;;;;;;;;Equipe Vale;;;;
C002688;DIOGO CHIOSANI MERCADO (C002688);VAREJO PEQUENO;1;82055033;Brasil;SP;Suzano;RECREIO BELA VISTA;ESTRADA;DO KOYAMA;;1875;08633-455;55;;;55;11;47439871;diogo_chiosani@hotmail.com.br;;17.359.754/0001-35;;V.at - Eduardo Ruiz;;;SAO PAULO;;;;;;;;;;Equipe Grande SP;;;;
C002742;SUPERMERCADO TIRELLI LTDA (C002742);VAREJO PEQUENO;1;82055044;Brasil;SP;Tremembe;CAMINHO NOVO;RUA;HENRIQUETA VIALTA SAAD;;177;12120326;55;;;55;12;36724185;supermercadotirelli@gmail.com;;52.650.058/0001-84;;R.vp - Humberto Ornelas;;;VALE DO PARAIBA;;;;;;;;;;Equipe Vale;;;;
C002823;MATA VERDE SUPERMERCADO LTDA (C002823);VAREJO PEQUENO;1;82055062;Brasil;SP;Suzano;RECREIO BELA VISTA;ESTRADA;DO KOYAMA;;133;08633-435;55;;;55;11;47511621;lenivenoso@ig.com.br;;16.741.070/0001-30;;V.at - Eduardo Ruiz;;;SAO PAULO;;;;;;;;;;Equipe Grande SP;;;;
C003038;ROBSON FEDES (C003038);VAREJO PEQUENO;1;82055094;;SP;CAMPINAS;P. MONTREAL;RUA;ANTONIO V LEVANTEZI 34;;;13052344;55;;;55;19;32257528;elen.hasman@rustonalimentos.com.br;;02.823.462/0001-34;;V.tv - Elen Hasman;;;CAMPINAS;;;;;;;;;;Equipe Campinas;;;;
C003001;TAIT COMERCIO DE ALIMENTOS E SUPERMERCADO EIRELI (C003001);PADRAO;1;82055086;;SP;São Paulo;;;AVENIDA PAVAO 19, RECANTO PARAISO;;;;55;;;55;;;eduardo.ruiz@rustonalimentos.com.br;;;;Eduardo Ruiz;;;REGIAO GRANDE SAO PAULO;;;;;;;;;;Equipe Grande SP;;;;
C002868;KFC ALIMENTOS LTDA (C002868);CESTA BASICA;1;82055070;Brasil;SP;Hortolândia;JARDIM NOVA EUROPA;AVENIDA;CARLOS ROBERTO PRATAVIERA;;110;13184-889;55;;;55;;;fiscal@multicestas.com.br;;21.172.631/0001-68;;V.spi - Michel Douglas;;;CAMPINAS;;;;;;;;;;Equipe Campinas;;;;
C003157;SUPERMERCADO SUPER REIS LTDA (C003157);VAREJO PEQUENO;1;82055114;Brasil;SP;TAUBATE;JARDIM SANDRA MARIA;RUA;ASTERIO BRAGA;;280;12.081-220;55;;;55;12;36761311;edinaldodiniz19@gmail.com;;26.295.748/0001-52;;N/A;;;VALE DO PARAIBA;;;;;;;;;;Equipe Vale;;;;
C002849;SUPERMERCADO TAKAHASHI LTDA (C002849);VAREJO PEQUENO;1;82055067;Brasil;SP;Itaquaquecetuba;ESTACAO;AVENIDA;ITALO ADAMI;;800;08574-020;55;;;55;11;25006070;thiago.taka@me.com;;47.726.617/0001-52;;V.at - Eduardo Ruiz;;;SAO PAULO;;;;;;;;;;Equipe Grande SP;;;;
C002817;JARDIM SATELITE HORTIFRUTI LTDA (C002817);REDE SITIO VERDE;1;82055059;Brasil;SP;São José dos Campos;JARDIM SATELITE;AVENIDA;ANDROMEDA;;2811;12230-000;55;;;55;12;39172095;fiscal.bosque@sitioverdehortifruti.com.br;;33.688.717/0001-27;;V.vp - Gabriel Borges;;;VALE DO PARAIBA;;;;;;;;;;Equipe Vale;;;;
C003020;MARCOS HIROSHI MASUDA - EIRELI (C003020);COZINHA;1;82055089;Brasil;SP;Campinas;JARDIM NOVO CAMPOS ELISIOS;RUA;MICHAEL ROBERT KAAN;;589;13060-410;55;;;55;19;32273670;osakafoods@terra.com.br;;05.668.499/0001-23;;V.spi - Clayton Pereira;;;CAMPINAS;;;;;;;;;;Equipe Campinas;;;;
C003181;MERCADO OLE LTDA (C003181);VAREJO PEQUENO;1;82055118;;SP;VARZEA PAULISTA;JARDIM MIRANTE;AVENIDA;MACAUBA 780;;;13224600;55;;;55;11;48090280;elen.hasman@rustonalimentos.com.br;;21.535.805/0001-00;;V.tv - Elen Hasman;;;CAMPINAS;;;;;;;;;;Equipe Campinas;;;;
C003201;MERCADO SOUZA AZEVEDO LTDA (C003201);VAREJO PEQUENO;1;82055119;Brasil;SP;Suzano;JARDIM SAO JOSE;RUA;FINLANDIA;;31;08695-105;55;;;55;11;47524577;alinekelly0@hotmail.com;;32.622.690/0001-07;;V.at - Eduardo Ruiz;;;SAO PAULO;;;;;;;;;;Equipe Grande SP;;;;
C003302;OTMA SOLUCAO EM ALIMENTACAO LTDA (C003302);CESTA BASICA;1;82055135;;SP;SAO PAULO;VILA LEOPOLDINA;AVENIDA;DOUTOR GASTAO VIDIGAL 1946;;;5314000;55;;;55;12;31989936;N/A;;13.884.131/0001-20;;Crédito-Cobrança;;;SAO PAULO;;;;;;;;;;Equipe Food Services;;;;
C006998;SUPERMERCADO NOVA ONDA LTDA (C006998);VAREJO PEQUENO;1;82055357;Brasil;SP;Praia Grande;;RUA;R JULIO PRESTES DE ALBUQUERQUE;;400;11717-110;55;;;55;13;34718372;robsonbispo.representacao@gmail.com;;09.608.215/0001-64;;R.sp - Robson Bispo;;;LITORAL SUL;;;;;;;;;;Equipe Grande SP;;;;Semar
C003252;J. F. GONCALVES EIRELI (C003252);VAREJO PEQUENO;1;82055128;Brasil;SP;Taubaté;PARQUE SENHOR DO BONFIM;AVENIDA;DOUTOR JOAO BAPTISTA ORTIZ MONTEIRO;;519;12040-250;55;;;55;12;36334084;jfgoncalvesnfe@bol.com.br;;36.199.374/0001-25;;R.vp - Humberto Ornelas;;;VALE DO PARAIBA;;;;;;;;;;Equipe Vale;;;;
C003334;BEIRA RIO COMERCIO EXPORTACAO E IMPORTACAO DE PRODUTOS ALIMENTICIOS LTDA (C003334);REDE BEIRA RIO;1;82055149;Brasil;SP;Piracicaba;;AVENIDA;COMENDADOR LUCIANO GUIDOTTI;;1255;13425-000;55;;;55;19;34474710;clayton.pereira@rustonalimentos.com.br;;06.087.572/0004-89;;V.spi - Clayton Pereira;;;CAMPINAS;;;;;;;;;;Equipe Campinas;;;;
C003338;N.V.B SAO JOSE EIRELI (C003338);VAREJO PEQUENO;1;82055152;;SP;SOROCABA;VILA NOVA SOROCABA;AVENIDA;IPANEMA 5698;;;18070671;55;;;55;12;32131113;N/A;;27.127.470/0001-77;;R.spi - Fabio Silva;;;SOROCABA;;;;;;;;;;Equipe Campinas;;;;
C003386;JONAS CELESTINO DE OLIVEIRA (C003386);PADRAO;1;82055169;;SP;Mogi das Cruzes;;;RUA GILBERTO DOS SANTOS 22, PARQUE OLIMPICO;;;;55;;;55;;;eduardo.ruiz@rustonalimentos.com.br;;;;Eduardo Ruiz;;;REGIAO MOGI DAS CRUZES;;;;;;;;;;Equipe Grande SP;;;;
C003368;VLC COMERCIO DE CESTAS BASICAS E MATERIAIS DE LIMPEZA E HIGIENE EIRELI (C003368);VAREJO PEQUENO;1;82055164;;SP;PRAIA GRANDE;BOQUEIRAO;RUA;PERNAMBUCO 842;;;11700010;55;;;55;12;35918207;elen.hasman@rustonalimentos.com.br;;26.469.765/0001-69;;V.tv - Elen Hasman;;;LITORAL SUL;;;;;;;;;;Equipe Grande SP;;;;
C003350;SERVICO SOCIAL DA INDUSTRIA - SESI (C003350);COZINHA;1;82055160;;SP;CAÇAPAVA;PARQUE RESIDENCIAL MARIA ELMIRA;AVENIDA;MONSENHOR THEODOMIRO LOBO 100;;;12285050;55;;;55;12;36412134;adriana.fantastico@gmail.com;;03.779.133/0127-06;;R.ge - Adriana Maquioni;;;VALE DO PARAIBA;;;;;;;;;;Gestão Executiva;;;;
C003360;BRASILFIJ DISTRIBUIDORA LTDA (C003360);DISTRIBUIDOR;1;82055163;Brasil;SP;Igaratá;CENTRO;RODOVIA;DOM PEDRO I;;S/N;12350-000;55;;;55;11;46581490;adriana.fantastico@gmail.com;;19.541.741/0001-08;;R.ge - Adriana Maquioni;;;VALE DO PARAIBA;;;;;;;;;;Gestão Executiva;;;;
C003563;ALENTEJANO RESTAURANTE EIRELI (C003563);VAREJO PEQUENO;1;82055210;;SP;UBATUBA;CENTRO;AVENIDA;GUARANI 624;;;11680000;55;;;55;12;38333960;representantegerson@hotmail.com;;35.817.937/0001-39;;R.vp - Gerson;;;LITORAL NORTE;;;;;;;;;;Equipe Vale;;;;
C003548;CUCINARE PRO ALIMENTACAO LTDA (C003548);COZINHA;1;82055201;Brasil;SP;Barueri;JARDIM SANTA CECILIA;RUA;JUSSARA;;1750;06465-070;55;;;55;11;25751800;xmlcucinare@cucinare.com;;04.596.502/0032-84;;R.ge - Adriana Maquioni;;;SAO PAULO;;;;;;;;;;Gestão Executiva;;;;
C003567;SENDAS DISTRIBUIDORA S/A (C003567);ASSAI RJ;1;82055212;Brasil;RJ;Petropolis;ROSEIRAL;ESTRADA;UNIAO E INDUSTRIA;;870;25715-131;55;;;55;11;34115000;nfe@assai.com.br;;06.057.223/0417-90;;V.rj - Luciano Souza;;;RIO DE JANEIRO;;;;;;;;;;Equipe RJ;;;;Assai Atacado RJ
C003674;MARCELO LEITE DE LIMA 43633922822 (C003674);PADRAO;1;82055243;;SP;Itaquaquecetuba;;;R AMAZONAS 162C, JARDIM AMAZONAS;;;;55;;;55;;;eduardo.ruiz@rustonalimentos.com.br;;;;Eduardo Ruiz;;;REGIAO PIRACICABA E INTERIOR;;;;;;;;;;Equipe Grande SP;;;;
C003579;ARMAZEM GALDINO LTDA (C003579);REDE GALDINO;1;82055218;;SP;MAIRIPORA;TERRA PRETA;AVENIDA;VITOR ODORICO BUENO S/N;;;7661605;55;;;55;11;942004598;jefferson.pires@rustonalimentos.com.br;;18.822.788/0004-20;;V.Rb - Jefferson Pires;;;SAO PAULO;;;;;;;;;;Equipe Vale;;;;
C003569;ARMAZEM GALDINO LTDA (C003569);REDE GALDINO;1;82055213;;SP;MAIRIPORA;TERRA PRETA;RUA;EDSON PETRI 234;;;7600000;55;;;55;11;44861763;jefferson.pires@rustonalimentos.com.br;;18.822.788/0003-49;;V.Rb - Jefferson Pires;;;SAO PAULO;;;;;;;;;;Equipe Vale;;;;
C003587;UNIAO COMERCIO DE ALIMENTOS LTDA_C003587;REDE UNIAO SUPERMERC;1;82055222;;SP;Engenheiro Coelho;;;RUA JOAO OLIVERIO DE MORAES 240, JARDIM JORDINA OLIVERIO;;;;55;;;55;;;clayton.pereira@rustonalimentos.com.br;;;;Clayton Pereira;;;REGIAO CAMPINAS;;;;;;;;;;Equipe Campinas;;;;
C007379;COMERCIAL COMPRE MELHOR DE GENEROS ALIMENTICIOS LTDA (C007379);SEMAR;1;72619923;Brasil;SP;Pindamonhangaba;;AVENIDA;SAO JOAO BOSCO;1127;1127;12403-010;55;;;55;12;36441580;N/A;;11.132.474/0002-94;;R.kvp - Pedro Martins;;;VALE DO PARAIBA;;;;;;;;;;Equipe Grandes Redes Vale;;;;Semar
C007391;RITA DE CACIA DA SILVA FERREIRA CPV (C007391);VAREJO PEQUENO;1;82055368;Brasil;SP;Caçapava;;PRAÇA;PRACA LUIZ GALDINO;;175;12283-250;55;;;55;12;36532580;elen.hasman@rustonalimentos.com.br;;71.646.590/0001-72;;V.tv - Elen Hasman;;;VALE DO PARAIBA;;;;;;;;;;Equipe Vale;;;;
C007409;MERCEARIA E BAR DA MOITA LTDA (C007409);REDE MULTI MARKET;1;76243963;;RJ;DUQUE DE CAXIAS;PILAR;RUA;DA FORTUNA SN;;;25230070;55;;;55;21;27762703;l.verneck@3ftrade.com.br;;29.734.662/0001-77;;R.rj - Luciano Verneck;;;RIO DE JANEIRO;;;;;;;;;;Equipe RJ;;;;
C003773;NIHEI - ALIMENTOS LTDA (C003773);VAREJO PEQUENO;1;82055249;Brasil;SP;Mogi Das Cruzes;;;THULLER;;875;08740-000;55;;;55;11;47222270;eduardo.ruiz@rustonalimentos.com.br;;02.545.368/0001-60;;V.at - Eduardo Ruiz;;;SAO PAULO;;;;;;;;;;Equipe Grande SP;;;;
C002489;MERCEARIA SUPER COMPRAS DA CARVALHO RAMOS EIRELI (C002489);SUPER COMPRAS;1;87559753;Brasil;RJ;Rio de Janeiro;Inhoaíba;ESTRADA;CARVALHO RAMOS;;5;23073-540;55;;;55;21;37878618;supercomprascarvalho@gmail.com;;31.679.593/0001-98;;R.rj - Luciano Verneck;;;RIO DE JANEIRO;;;;;;;;;;Equipe RJ;;;;
C003806;MERCADINHO SAO LUIZ CAMPOS DO JORDAO LTDA (C003806);VAREJO PEQUENO;1;82055254;Brasil;SP;Campos do Jordão;VILA ALBERTINA;AVENIDA;TASSABURO YAMAGUCHI;;1782;12470-492;55;;;55;12;32626059;ohumbert@uol.com.br;;05.148.666/0001-05;;R.vp - Humberto Ornelas;;;VALE DO PARAIBA;;;;;;;;;;Equipe Vale;;;;
C002286;COMPRE MAIS SUPERMERCADO EIRELI - ME (C002286);VAREJO PEQUENO;1;87559745;;SP;SAO PAULO;PIRAJUSSARA;ESTRADA;DO CAMPO LIMPO 5111;;;5787000;55;;;55;11;58411377;genilson.almeida@rustonalimentos.com.br;;22.617.704/0001-40;;V.sp - Genilson Almeida;;;SAO PAULO;;;;;;;;;;Equipe RJ;;;;
C003451;MERCADO DA MORADA LTDA (C003451);VAREJO PEQUENO;1;87559812;;RJ;VOLTA REDONDA;;AV;ALFREDO MOREIRA;;;27210330;55;;;55;21;987714973;lidiane.carvalho@rustonalimentos.com.br;;28.325.459/0002-65;;V.rj - Lidiane Carvalho;;;RIO DE JANEIRO;;;;;;;;;;Equipe RJ;;;;
C003156;NOVO HORIZONTE COMERCIO DE GENEROS ALIMENTICIOS LTDA (C003156);SUPER COMPRAS;1;87559791;Brasil;RJ;Rio de Janeiro;TAQUARA;ESTRADA;DOS BANDEIRANTES;;2629;22775-111;55;;;55;21;24452652;horizonte.xml@gmail.com;;11.416.673/0002-24;;R.rj - Luciano Verneck;;;RIO DE JANEIRO;;;;;;;;;;Equipe RJ;;;;
C003602;MERCADO TATAIS BELEM LTDA (C003602);VAREJO PEQUENO;1;87559826;Brasil;RJ;Angra dos Reis;;AVENIDA;SAO JOSE;;1145;23935-010;55;;;55;24;24242424;lidiane.carvalho@rustonalimentos.com.br;;37.893.527/0001-00;;V.rj - Lidiane Carvalho;;;RIO DE JANEIRO;;;;;;;;;;Equipe RJ;;;;
C003484;MERCEARIA AMIGAO DE VOLTA REDONDA LTDA (C003484);VAREJO PEQUENO;1;87559815;;RJ;VOLTA REDONDA;PADRE JOSIMO;RUA;DA CONQUISTA 350;;;27273680;55;;;55;24;33457163;lidiane.carvalho@rustonalimentos.com.br;;03.062.559/0001-34;;V.rj - Lidiane Carvalho;;;RIO DE JANEIRO;;;;;;;;;;Equipe RJ;;;;
C003738;Q-BOM MERCADO E ACOUGUE LTDA (C003738);VAREJO PEQUENO;1;87559862;Brasil;SP;Itanhaém;JARDIM LINDOMAR;AVENIDA;ALBERT SABIN;;1857;11740-000;55;;;55;13;34554708;robsonbispo.representacao@gmail.com;;24.940.990/0001-06;;R.sp - Robson Bispo;;;LITORAL SUL;;;;;;;;;;Equipe Grande SP;;;;
C007927;MERCADO RODRAF LT (C007927);REDE ROD RAF;1;76243980;Brasil;SP;TABOAO DA SERRA;;AV;LAURITA ORTEGA MARI;;1867;06776-361;55;;;55;11;47017710;genilson.almeida@rustonalimentos.com.br;;73.108.318/0001-64;;V.sp - Genilson Almeida;;;SAO PAULO;;;;;;;;;;Equipe RJ;;;;
C007929;SUPERMERCADO VAZAME LTDA (C007929);REDE ROD RAF;1;76243982;Brasil;SP;EMBU DAS ARTES;;RUA;BOA VIAGEM;;15;06826-170;55;;;55;11;41494446;genilson.almeida@rustonalimentos.com.br;;04.853.811/0001-96;;V.sp - Genilson Almeida;;;SAO PAULO;;;;;;;;;;Equipe RJ;;;;
C003664;MERCADO BARATAO DE MAMBUCABA LTDA (C003664);VAREJO PEQUENO;1;87559852;Brasil;RJ;Angra dos Reis;;;CARLOS DRUMMOND DE ANDRADE;;19;23954-260;55;;;55;24;33625593;lidiane.carvalho@rustonalimentos.com.br;;04.142.833/0001-48;;V.rj - Lidiane Carvalho;;;RIO DE JANEIRO;;;;;;;;;;Equipe RJ;;;;
C003753;CAROLINE BASILIO EIRELI (C003753);PADRAO;1;87559869;;SP;Mogi das Cruzes;;;AV JAPAO 1885, VILA IPIRANGA;;;;55;;;55;;;eduardo.ruiz@rustonalimentos.com.br;;;;Eduardo Ruiz;;;REGIAO MOGI DAS CRUZES;;;;;;;;;;Equipe Grande SP;;;;
C003771;MERCEARIA SUPER COMPRAS UPTOW LTDA (C003771);SUPER COMPRAS;1;87559881;;RJ;Rio de Janeiro;GARDENIA AZUL;AV;ISABEL DOMINGUES 300;;;22763627;55;;;55;21;22059950;l.verneck@3ftrade.com.br;;39.692.192/0001-80;;R.rj - Luciano Verneck;;;RIO DE JANEIRO;;;;;;;;;;Equipe RJ;;;;
C003748;TOP QUALITY ALIMENTACAO EIRELI (C003748);COZINHA;1;87559865;;SP;Santo André;VILA ALZIRA;R;BAEPENDI 345;;;9195080;55;;;55;11;27775789;adriana.fantastico@gmail.com;;11.901.992/0001-44;;R.ge - Adriana Maquioni;;;SAO PAULO;;;;;;;;;;Gestão Executiva;;;;
C003824;SHIKKARI SUPERMERCADO LTDA (C003824);REDE MAX VALE;1;87559906;Brasil;SP;São José dos Campos;;AVENIDA;ANTONIO FERREIRA VINHAS;;510;12247-520;55;;;55;12;39441419;gabriel.borges@rustonalimentos.com.br;;40.170.392/0001-51;;V.vp - Gabriel Borges;;;VALE DO PARAIBA;;;;;;;;;;Equipe Vale;;;;
C003822;RENATA OLIVEIRA RAMOS 36666845803_C003822;PADRAO;1;87559904;;SP;Caraguatatuba;;;RUA ANTONIO FERNANDES 382, PRAIA DAS PALMEIRAS;;;;55;;;55;;;representantegerson@hotmail.com;;;;Gerson e Br Repres. Ltda;;;REGIAO LITORAL NORTE SP;;;;;;;;;;Equipe Vale;;;;
C003801;VILA DAS ACACIAS CONVENIENCIAS EIRELI (C003801);RESTAURANTE;1;87559893;;SP;São José dos Campos;VILA NAIR;R;DAS ACACIAS 290;;;12231020;55;;;55;12;33088318;adriana.fantastico@gmail.com;;28.688.329/0001-06;;R.ge - Adriana Maquioni;;;VALE DO PARAIBA;;;;;;;;;;Gestão Executiva;;;;
C003805;LUCIA HELENA VIEIRA VALENTINO OLIVEIRA 12205833839 (C003805);VAREJO PEQUENO;1;87559896;Brasil;SP;Taubaté;VILA SAO GERALDO;RUA;FRANCISCO BARRETO LEME;;1105;12062-001;55;;;55;;;ohumbert@uol.com.br;;;;HR Ornelas Repres. Com. Ltda;;;REGIAO VALE DO PARAIBA;;;;;;;;;;Equipe Vale;;;;
C003864;CAMILLA RIBEIRO ROSA 42272500803 (C003864);VAREJO PEQUENO;1;87559925;;SP;São José dos Campos;CAMPOS DE SAO JOSE;AV;DANTAS LUIZ DO PRADO 395;;;12226553;55;;;55;12;39441397;elen.hasman@rustonalimentos.com.br;;32.735.668/0001-73;;V.tv - Elen Hasman;;;VALE DO PARAIBA;;;;;;;;;;Equipe Vale;;;;
C003869;ESSENCIAL COMERCIO E SERVICOS EM NUTRICAO LTDA (C003869);COZINHA;1;87559929;;SP;São Carlos;PARQUE SANTA FELICIA JARDIM;R;ALBERTO LANZONI 840;;;13562390;55;;;55;16;33736300;adriana.fantastico@gmail.com;;04.026.681/0001-18;;R.ge - Adriana Maquioni;;;SAO PAULO;;;;;;;;;;Gestão Executiva;;;;
C003870;A. C. PINHEIRO BARROS EIRELI (C003870);VAREJO PEQUENO;1;87559930;Brasil;SP;Guaratinguetá;;AVENIDA;SAO DIMAS;;499;12513-010;55;;;55;12;997480128;ohumbert@uol.com.br;;25.002.970/0001-57;;R.vp - Humberto Ornelas;;;VALE DO PARAIBA;;;;;;;;;;Equipe Vale;;;;
C003852;J O SILVA MERCADO EIRELI (C003852);VAREJO PEQUENO;1;87559919;Brasil;SP;Natividade da Serra;;AVENIDA;TREZE DE AGOSTO;;68;12180-000;55;;;55;12;36771057;ohumbert@uol.com.br;;39.725.406/0001-77;;R.vp - Humberto Ornelas;;;VALE DO PARAIBA;;;;;;;;;;Equipe Vale;;;;
C003861;COMERCIAL FASSAO DE ALIMENTOS LTDA (C003861);REDE SINCO;1;87559923;Brasil;SP;Taubaté;CECAP;RUA;WALDEMAR BONELLI;;429;12043-110;55;;;55;12;36213449;nfe@redesinco.com.br;;59.229.575/0004-76;;R.vp - Humberto Ornelas;;;VALE DO PARAIBA;;;;;;;;;;Equipe Vale;;;;Piratininga 
C003853;SUPERMERCADO AEROPORTO EIRELI (C003853);REDE REVOLUCAO;1;87559920;Brasil;SP;Indaiatuba;JARDIM KIOTO I;AVENIDA;FRANCISCO DE PAULA LEITE;;2175;13344-610;55;;;55;19;32511773;clayton.pereira@rustonalimentos.com.br;;00.503.355/0002-84;;V.spi - Clayton Pereira;;;CAMPINAS;;;;;;;;;;Equipe Campinas;;;;
C008668;ROSALINA AKINI OIKAVA MORITA (C008668);VAREJO PEQUENO;1;82055392;Brasil;SP;Pindamonhangaba;;;CAPITAO JOAO MONTEIRO DO AMARAL;;421;12425-220;55;;;55;12;36488590;ohumbert@uol.com.br;;10.790.084/0001-68;;R.vp - Humberto Ornelas;;;VALE DO PARAIBA;;;;;;;;;;Equipe Vale;;;;ROSALINA
C008729;MERCADINHO PIRATININGA DE GENEROS ALIMENTICIOS LTDA (C008729);PIRATININGA;1;75504410;Brasil;SP;Caraguatatuba;;;JOSE HERCULANO;7040;7040;11667-000;55;;;55;12;21278731;N/A;;08.571.723/0001-52;;R.kvp - Pedro Martins;;;LITORAL NORTE;;;;;;;;;;Equipe Grandes Redes Vale;;;;Piratininga 
C008757;OK GENEROS ALIMENTICIOS LTDA (C008757);REDE MULTI MARKET;1;76244000;;RJ;SAO GONCALO;CAMARAO;RUA;FRANCISCO PORTELA 2560;;;24435000;55;;;55;21;26057120;l.verneck@3ftrade.com.br;;11.447.841/0001-68;;R.rj - Luciano Verneck;;;RIO DE JANEIRO;;;;;;;;;;Equipe RJ;;;;
C008778;MERCEARIA SUPER REDE DE VILA NOVA LTDA (C008778);SUPER REDE;1;87559988;Brasil;RJ;Rio de Janeiro;;;DE SANTA MARIA;;1321;23070-000;55;;;55;21;34052328;l.verneck@3ftrade.com.br;;12.295.958/0001-36;;R.rj - Luciano Verneck;;;RIO DE JANEIRO;;;;;;;;;;Equipe RJ;;;;
C008780;MINI MERCADO COMPRE COM NOS LTDA (C008780);REDE MULTI MARKET;1;82055395;;RJ;NOVA IGUACU;PARAISO;RUA;UMBOSHI 81;;;26060000;55;;;55;21;27992450;l.verneck@3ftrade.com.br;;06.280.059/0001-67;;R.rj - Luciano Verneck;;;RIO DE JANEIRO;;;;;;;;;;Equipe RJ;;;;
C008787;PADARIA PAO GOSTOSO DO MENDANHA LTDA (C008787);REDE MULTI MARKET;1;76244002;;RJ;RIO DE JANEIRO;CAMPO GRANDE;RUA;CAROBINHA SN;;;23097600;55;;;55;21;24125083;l.verneck@3ftrade.com.br;;68.673.292/0001-67;;R.rj - Luciano Verneck;;;RIO DE JANEIRO;;;;;;;;;;Equipe RJ;;;;
C009070;SN SUPERMERCADO NACOES EIRELI (C009070);REDE NACOES;1;76244012;;SP;ITATIBA;BROTAS;AV;VICENTE CATALINI 1875;;;13256700;55;;;55;11;45383154;elen.hasman@rustonalimentos.com.br;;02.221.250/0002-68;;V.tv - Elen Hasman;;;BRAGANCA;;;;;;;;;;Equipe Campinas;;;;
C009156;V N PROGRESSO MERCEARIA LTDA (C009156);SUPER COMPRAS;1;87559996;Brasil;RJ;Rio de Janeiro;;AVENIDA;JOAQUIM CAMARA FERREIRA;;526;21850-180;55;;;55;21;30477467;l.verneck@3ftrade.com.br;;03.797.544/0001-14;;R.rj - Luciano Verneck;;;RIO DE JANEIRO;;;;;;;;;;Equipe RJ;;;;
C009176;MERCEARIA ECLIPSE DO CESARAO LTDA (C009176);SUPER COMPRAS;1;82055405;Brasil;RJ;Rio de Janeiro;;;CESARIO DE MELO;;S/N;23595-180;55;;;55;21;34017031;l.verneck@3ftrade.com.br;;05.262.107/0001-21;;R.rj - Luciano Verneck;;;RIO DE JANEIRO;;;;;;;;;;Equipe RJ;;;;
C009977;ATACADAO S.A. (C009977);ATACADAO RJ;1;76244027;Brasil;RJ;Campos dos Goytacazes;;AVENIDA;CARLOS ALBERTO CHEBABE;;S/N;28073-506;55;;;55;21;36221265;luciano.souza@rustonalimentos.com.br;;75.315.333/0102-52;;V.rj - Luciano Souza;;;RIO DE JANEIRO;;;;;;;;;;Equipe RJ;;;;Atacadão RJ
C011632;ATACADO E AUTO SERVICO ESPERANCA LTDA (C011632);ATACADO ESPERANCA;1;72619927;Brasil;SP;Guarulhos;;ESTRADA;GUARULHOS NAZARE;;4201;07162-000;55;;;55;11;24668110;N/A;;05.264.937/0007-83;;R.kvp - Pedro Martins;;;SAO PAULO;;;;;;;;;;Equipe Grandes Redes Vale;;;;Comercial Esperança
C011895;MERCADO SUPER COMPRAS DO GOUVEIA EIRELI (C011895);SUPER COMPRAS;1;87560015;Brasil;RJ;Rio de Janeiro;;;DO MOINHO;;18;23040-550;55;;;55;21;32693751;l.verneck@3ftrade.com.br;;11.738.257/0002-42;;R.rj - Luciano Verneck;;;RIO DE JANEIRO;;;;;;;;;;Equipe RJ;;;;
C012640;ROCHA SUPERMERCADO LTDA (C012640);REDE ROCHA;1;82055446;Brasil;SP;Caraguatatuba;;RUA;JOSE GERALDO FERNANDES DA SILVA FILHO;;250;11669-470;55;;;55;12;38873097;representantegerson@hotmail.com;;14.500.399/0001-84;;R.vp - Gerson;;;LITORAL NORTE;;;;;;;;;;Equipe Vale;;;;
C013010;COMERCIAL ZARAGOZA IMPORTACAO E EXPORTACAO LIMITADA (C013010);ZARAGOZA;1;75504620;Brasil;SP;Caraguatatuba;;;JOAO CAFE FILHO;141;141;11673-110;55;;;55;12;38862200;N/A;;05.868.574/0015-03;;R.kvp - Pedro Martins;;;LITORAL NORTE;;;;;;;;;;Equipe Grandes Redes Vale;;;;Spani Caraguatatuba - C013010
C013431;CUCINARE PRO ALIMENTACAO LTDA (C013431);COZINHA;1;82055468;Brasil;SP;São Paulo;;;MATEUS GROU;;412;05415-040;55;;;55;11;21415312;adriana.fantastico@gmail.com;;04.596.502/0001-88;;R.ge - Adriana Maquioni;;;SAO PAULO;;;;;;;;;;Gestão Executiva;;;;
